product_key,product_id,product_category,avg_list_price,avg_discount_pct,total_units_sold,total_revenue,total_profit,return_rate,avg_rating,order_count
57,1012,Electronics,116.72,25.0,8,609.43,585.17,0.0,4.0,2
58,1012,Home Decor,97.53,15.0,1,82.9,79.18,0.0,1.0,1
59,1013,Accessories,416.58,10.0,6,3986.28,3976.49,0.0,2.2,2
60,1013,Fashion,212.71,25.0,1,159.53,154.25,0.0,4.9,1
61,1013,Sports,391.25,10.0,9,3084.78,3048.33,0.67,4.43,3
62,1013,Home Decor,60.54,30.0,3,127.14,113.45,0.0,2.4,1
63,1013,Footwear,641.73,5.0,3,1828.92,1809.81,0.0,3.2,1
64,1014,Home Decor,611.57,10.0,1,550.41,526.49,0.0,1.6,1
65,1014,Accessories,344.74,5.0,6,3018.23,2992.32,0.0,3.0,2
66,1014,Footwear,339.77,15.0,10,3350.55,3307.85,0.0,3.0,2
67,1015,Beauty,385.39,7.5,3,1125.01,1090.15,0.0,3.1,2
68,1015,Home Decor,350.2,10.0,2,630.36,616.54,0.0,3.9,1
69,1015,Electronics,660.81,40.0,3,1189.47,1167.36,0.0,2.3,1
70,1015,Footwear,331.19,3.33,5,1856.94,1819.37,0.33,2.77,3
71,1016,Beauty,451.14,23.75,16,4558.49,4486.63,0.0,4.05,4
72,1016,Fashion,454.32,17.5,8,2724.47,2709.91,0.0,2.85,2
73,1016,Footwear,521.82,17.5,5,1888.65,1866.05,0.0,4.1,2
74,1016,Accessories,516.46,40.0,5,1549.4,1547.18,0.0,4.5,1
75,1016,Sports,606.1,25.0,2,909.16,899.55,0.0,1.5,1
76,1016,Home Decor,131.82,8.33,7,834.76,798.32,0.67,2.7,3
77,1017,Beauty,520.68,15.0,2,885.16,861.81,0.0,2.7,1
78,1017,Accessories,470.77,25.0,18,6785.04,6741.47,0.0,3.28,5
79,1017,Electronics,336.66,15.0,2,572.32,567.09,0.0,4.8,1
80,1017,Footwear,327.88,10.0,1,295.09,272.58,0.0,2.9,1
81,1018,Beauty,370.66,20.0,5,1482.65,1458.05,0.0,4.6,1
82,1018,Fashion,144.33,22.5,8,840.16,814.74,0.0,3.0,2
83,1018,Home Decor,21.8,10.0,4,78.48,63.58,0.0,1.4,1
84,1018,Sports,677.46,30.0,2,948.44,942.06,1.0,2.5,1
85,1019,Home Decor,119.46,17.5,3,387.73,358.92,0.5,3.55,2
86,1019,Beauty,206.56,15.0,7,1182.45,1167.28,0.0,3.55,2
87,1019,Fashion,336.84,26.67,12,3324.48,3279.53,0.0,3.43,3
88,1019,Sports,744.35,15.0,1,632.7,625.01,0.0,1.6,1
89,1019,Accessories,463.71,2.5,10,4476.1,4456.88,0.0,3.1,2
90,1019,Footwear,141.11,25.0,2,211.66,189.5,0.0,2.5,1
91,1020,Footwear,444.13,0.0,6,3321.18,3302.77,0.0,4.4,2
92,1020,Home Decor,431.63,5.0,5,2050.25,2046.55,0.0,3.9,1
93,1020,Beauty,547.9,35.0,8,2966.9,2947.57,0.0,3.2,2
94,1020,Accessories,310.86,6.67,5,1512.93,1469.58,0.33,2.07,3
95,1020,Electronics,322.32,15.0,8,2476.48,2465.76,0.0,3.85,2
96,1021,Sports,728.89,11.67,5,3177.5,3143.11,0.0,3.17,3
97,1021,Accessories,633.1,20.0,3,1519.44,1515.87,0.0,4.1,1
98,1021,Home Decor,390.01,5.0,1,370.51,353.87,0.0,4.2,1
99,1021,Electronics,181.67,20.0,5,726.7,705.46,0.0,5.0,1
100,1021,Footwear,292.02,40.0,1,175.21,154.79,0.0,1.9,1
101,1022,Fashion,561.95,40.0,4,1348.68,1342.88,0.0,2.7,1
102,1022,Beauty,432.19,40.0,1,259.31,247.79,0.0,2.9,1
103,1022,Electronics,298.67,0.0,3,896.01,892.87,1.0,1.1,1
104,1022,Home Decor,454.08,0.0,1,454.08,432.6,1.0,4.3,1
105,1023,Electronics,574.48,15.0,10,5338.59,5280.12,0.0,3.57,3
106,1023,Accessories,233.37,15.0,3,595.08,577.21,0.0,4.4,1
107,1023,Fashion,264.84,0.0,1,264.84,242.96,1.0,2.8,1
108,1023,Sports,53.39,25.0,5,200.2,183.85,0.0,1.3,1
109,1024,Beauty,299.66,25.0,9,1570.73,1523.06,0.2,3.48,5
110,1024,Accessories,312.82,20.0,1,250.26,227.64,0.0,1.6,1
111,1024,Footwear,407.78,24.0,16,4310.53,4207.29,0.2,3.24,5
112,1024,Home Decor,360.93,22.5,5,1618.4,1586.65,0.0,2.8,2
113,1025,Electronics,650.59,20.0,3,1561.41,1546.18,0.0,1.2,1
114,1025,Accessories,398.56,19.0,15,6983.32,6914.72,0.2,2.66,5
115,1025,Fashion,376.15,15.0,4,1855.15,1847.67,0.0,3.45,2
116,1025,Home Decor,386.45,25.0,3,869.52,852.71,0.0,4.6,1
117,1026,Electronics,581.52,16.67,6,2511.8,2459.96,0.0,2.1,3
118,1026,Accessories,299.64,8.0,13,2666.18,2596.31,0.0,2.72,5
119,1026,Fashion,444.29,19.17,18,5262.47,5191.23,0.33,3.03,6
120,1026,Sports,541.63,27.5,3,1463.83,1447.73,0.0,1.85,2
121,1027,Beauty,547.28,12.5,3,1306.26,1295.46,0.0,2.35,2
122,1027,Accessories,544.68,7.5,9,4324.65,4291.92,0.5,3.25,2
123,1027,Electronics,201.79,10.0,1,181.61,174.15,0.0,3.8,1
124,1027,Fashion,553.6,15.0,3,1411.68,1388.16,1.0,4.8,1
125,1028,Sports,617.85,40.0,2,741.42,734.39,0.0,2.1,1
126,1028,Accessories,677.13,15.0,13,7383.02,7341.08,0.33,2.67,3
127,1028,Footwear,478.74,15.0,4,1578.9,1551.87,0.0,2.85,2
128,1028,Home Decor,443.43,17.5,6,1845.72,1822.02,0.0,2.15,2
129,1028,Electronics,344.98,32.5,8,1586.15,1548.41,0.0,3.8,2
130,1029,Home Decor,277.55,28.33,7,1819.47,1794.6,0.0,3.77,3
131,1029,Fashion,124.21,27.5,7,451.64,427.61,0.0,3.0,2
132,1029,Footwear,305.2,10.0,7,1909.02,1871.94,0.0,1.3,2
133,1029,Accessories,664.27,20.0,2,1062.84,1052.56,0.0,1.4,1
134,1029,Sports,612.87,20.0,1,490.3,482.35,0.0,3.6,1
135,1029,Beauty,594.84,7.5,8,4834.15,4815.06,0.0,3.65,2
136,1030,Fashion,562.04,5.0,4,2260.2,2244.06,0.0,3.15,2
137,1030,Home Decor,299.14,18.33,9,2437.83,2397.64,0.0,3.37,3
138,1030,Sports,379.72,28.75,12,3037.8,2987.43,0.25,2.92,4
139,1030,Accessories,532.85,13.33,8,2628.52,2591.81,0.33,2.63,3
140,1030,Electronics,350.36,15.0,7,2660.98,2623.14,0.0,3.47,3
141,1030,Footwear,438.11,10.0,3,1182.9,1167.64,1.0,3.5,1
142,1031,Sports,508.84,22.5,6,1780.61,1757.97,0.0,2.95,2
143,1031,Accessories,226.87,0.0,1,226.87,217.09,0.0,4.6,1
144,1031,Beauty,318.09,5.0,2,604.38,600.73,0.0,3.7,1
145,1031,Fashion,357.76,17.5,3,765.26,741.31,0.0,3.05,2
146,1031,Footwear,419.05,22.5,7,2312.61,2273.73,0.0,4.0,2
147,1031,Electronics,782.94,10.0,3,2113.95,2095.46,0.0,1.6,1
148,1032,Home Decor,247.63,40.0,3,445.74,426.44,0.0,3.6,1
149,1032,Accessories,177.66,10.0,5,799.45,778.72,0.0,3.3,1
150,1032,Footwear,346.01,26.67,12,2710.2,2659.09,0.33,4.1,3
151,1032,Fashion,246.54,0.0,1,246.54,223.34,1.0,3.4,1
152,1032,Beauty,395.72,30.0,5,1385.0,1361.2,0.0,2.0,1
153,1032,Sports,526.63,30.0,5,1843.2,1827.09,0.0,3.6,1
154,1033,Fashion,421.44,22.5,6,2920.28,2889.8,0.5,2.55,2
155,1033,Sports,558.57,15.0,3,1424.34,1412.23,0.0,4.8,1
156,1033,Electronics,724.93,40.0,1,434.96,420.99,0.0,1.8,1
157,1033,Beauty,619.0,10.0,4,2228.4,2219.48,0.0,4.9,1
158,1033,Footwear,506.16,40.0,4,1214.8,1207.35,0.0,4.2,1
159,1034,Beauty,407.82,32.5,7,1948.9,1913.84,0.0,2.2,2
160,1034,Accessories,747.88,10.0,6,4199.42,4189.86,0.0,3.2,2
161,1034,Home Decor,248.93,15.0,4,846.36,823.99,0.0,3.9,1
162,1034,Fashion,381.39,0.0,1,381.39,368.79,1.0,1.3,1
163,1034,Footwear,694.55,15.0,2,1180.74,1160.81,0.0,3.8,1
164,1035,Accessories,243.49,20.0,5,973.95,962.75,1.0,4.1,1
165,1035,Fashion,396.51,30.0,13,3761.23,3737.4,0.0,2.27,3
166,1035,Footwear,633.36,30.0,3,1330.05,1315.76,0.0,2.2,1
167,1036,Accessories,212.5,22.5,5,792.23,773.18,0.0,2.95,2
168,1036,Beauty,611.68,20.0,6,2199.29,2161.16,0.0,3.25,2
169,1036,Electronics,589.95,25.0,1,442.46,420.15,0.0,4.3,1
170,1036,Fashion,218.37,5.0,4,829.8,823.79,0.0,4.4,1
171,1036,Footwear,145.44,10.0,7,1102.13,1058.35,0.5,3.4,2
172,1036,Sports,367.91,15.0,3,695.79,687.36,0.0,2.1,2
173,1037,Accessories,177.79,20.0,1,142.23,121.97,0.0,2.4,1
174,1037,Beauty,717.74,17.5,8,4793.92,4757.29,0.0,3.45,2
175,1037,Electronics,336.7,17.5,5,1934.93,1911.1,0.5,3.45,2
176,1037,Fashion,259.14,15.0,8,1553.99,1515.67,0.33,3.87,3
177,1037,Home Decor,321.75,25.0,2,482.62,465.04,0.0,4.0,1
178,1037,Sports,340.04,10.0,5,1912.43,1871.09,0.0,4.2,2
179,1038,Electronics,187.53,40.0,1,112.52,92.03,0.0,1.9,1
180,1038,Fashion,560.6,20.0,4,1793.92,1790.23,0.0,2.8,1
181,1038,Footwear,630.38,10.0,6,3307.43,3272.87,1.0,2.1,2
182,1038,Home Decor,445.39,10.0,10,4131.0,4091.07,0.5,3.25,2
183,1039,Accessories,260.92,0.0,6,1565.55,1548.06,0.0,1.35,2
184,1039,Beauty,620.7,40.0,4,1489.68,1468.2,0.0,2.0,1
185,1039,Sports,454.37,30.0,3,954.18,937.21,0.0,4.6,1
186,1039,Fashion,257.55,0.0,1,257.55,244.51,0.0,2.8,1
187,1039,Footwear,372.4,15.0,5,1436.04,1417.01,0.0,2.1,2
188,1039,Electronics,725.43,20.0,7,4036.03,4025.35,0.0,2.7,2
189,1039,Home Decor,689.66,40.0,4,1655.2,1631.54,0.0,4.1,1
190,1040,Beauty,6.36,0.0,4,25.44,21.46,0.0,1.0,1
191,1040,Electronics,432.08,20.0,14,5135.85,5108.37,0.0,3.6,3
192,1040,Accessories,525.63,30.0,5,1839.7,1836.32,0.0,2.1,1
193,1040,Fashion,346.32,25.0,7,2494.55,2468.4,0.0,2.95,2
194,1040,Footwear,441.87,26.67,9,3059.46,2994.69,0.33,2.03,3
195,1040,Home Decor,449.83,22.5,6,2098.16,2074.57,0.0,2.45,2
196,1040,Sports,423.8,10.0,3,946.4,926.14,0.0,2.5,2
197,1041,Accessories,658.39,40.0,4,1580.12,1559.9,0.0,1.7,1
198,1041,Beauty,71.29,10.0,3,192.48,181.18,0.0,2.8,1
199,1041,Electronics,465.43,15.0,1,395.62,375.7,0.0,3.6,1
200,1041,Footwear,499.91,8.33,11,5285.13,5258.86,0.0,3.67,3
201,1041,Home Decor,442.79,16.67,8,2257.66,2227.08,0.0,2.97,3
202,1041,Sports,722.69,30.0,1,505.88,493.22,0.0,4.0,1
203,1042,Accessories,258.38,17.5,8,1705.84,1678.16,0.0,3.75,2
204,1042,Beauty,193.9,27.5,3,404.74,375.38,0.0,2.25,2
205,1042,Electronics,292.55,11.67,6,1734.3,1699.02,0.0,2.73,3
206,1042,Sports,401.06,20.0,1,320.85,311.17,0.0,1.5,1
207,1043,Beauty,513.19,11.67,8,3504.78,3473.13,0.33,2.63,3
208,1043,Electronics,236.04,30.0,3,536.0,514.09,0.5,3.8,2
209,1043,Fashion,337.39,0.0,1,337.39,325.07,0.0,2.6,1
210,1043,Footwear,322.84,5.0,2,593.31,554.8,0.0,3.5,2
211,1043,Sports,575.53,30.0,4,1611.48,1588.26,0.0,3.5,1
212,1044,Accessories,64.5,10.0,1,58.05,55.17,1.0,2.8,1
213,1044,Beauty,351.82,2.5,7,1723.17,1678.36,0.0,3.15,2
214,1044,Fashion,747.36,5.0,3,2129.97,2114.48,0.0,4.8,1
215,1044,Home Decor,310.33,20.0,6,2136.15,2109.88,0.0,2.97,3
216,1045,Beauty,394.4,40.0,3,709.92,694.98,0.0,1.1,1
217,1045,Electronics,343.98,10.0,7,3108.42,3073.25,0.0,2.25,2
218,1045,Fashion,267.97,27.5,21,4258.27,4162.57,0.17,3.0,6
219,1045,Footwear,726.27,40.0,5,2178.8,2161.79,1.0,2.6,1
220,1046,Accessories,430.26,21.67,6,2446.42,2407.89,0.0,2.97,3
221,1046,Beauty,124.67,40.0,1,74.8,71.86,0.0,4.1,1
222,1046,Footwear,443.14,20.0,2,709.02,690.15,0.0,2.9,1
223,1046,Electronics,407.3,12.5,6,1802.92,1762.82,0.0,3.3,2
224,1046,Sports,152.68,20.0,10,1310.95,1284.36,0.5,4.15,2
225,1047,Sports,187.87,20.0,1,150.3,144.56,0.0,3.1,1
226,1047,Electronics,322.52,28.33,9,2906.94,2859.12,0.0,2.53,3
227,1047,Accessories,101.4,10.0,2,182.52,173.23,0.0,2.9,1
228,1047,Beauty,730.3,20.0,4,2336.96,2329.92,1.0,2.6,1
229,1047,Footwear,325.35,5.0,9,2707.09,2679.62,0.0,4.45,2
230,1047,Home Decor,673.37,15.0,4,2289.44,2269.44,0.0,2.6,1
231,1047,Fashion,408.84,0.0,2,817.68,793.84,0.0,4.1,1
232,1048,Accessories,631.49,30.0,5,2210.2,2194.54,1.0,3.4,1
233,1048,Home Decor,576.73,20.0,1,461.38,447.29,0.0,2.2,1
234,1048,Footwear,440.67,5.0,4,1674.56,1655.13,1.0,4.8,1
235,1048,Electronics,624.66,27.5,7,3110.17,3087.84,0.5,1.75,2
236,1048,Beauty,130.79,40.0,2,156.94,145.92,0.0,3.6,1
237,1048,Fashion,310.01,28.33,6,1326.74,1272.2,0.33,2.03,3
238,1049,Beauty,582.48,0.0,4,2703.22,2689.49,0.5,3.15,2
239,1049,Home Decor,210.4,0.0,3,631.2,616.67,0.0,3.5,1
240,1049,Electronics,585.86,25.0,5,2197.0,2194.95,0.0,3.8,1
241,1049,Footwear,295.43,40.0,1,177.26,159.76,0.0,3.7,1
242,1049,Fashion,228.2,20.0,3,809.47,763.69,0.0,2.1,2
243,1050,Footwear,98.22,30.0,7,445.6,419.36,0.0,3.8,2
244,1050,Home Decor,13.39,15.0,1,11.38,-10.3,1.0,5.0,1
245,1050,Sports,311.91,16.25,16,3591.63,3532.1,0.25,3.9,4
246,1050,Electronics,173.37,25.0,4,520.12,511.74,0.0,4.6,1
247,1050,Beauty,426.2,15.0,8,2753.84,2715.32,0.0,4.35,2
248,1050,Fashion,196.7,17.5,3,688.5,663.39,0.0,2.45,2
249,1050,Accessories,724.88,26.67,8,4292.45,4267.25,0.0,2.8,3
250,1051,Home Decor,535.37,20.0,3,1284.9,1274.21,0.0,4.3,1
251,1051,Electronics,183.36,5.0,6,1050.48,1007.19,0.0,3.1,2
252,1051,Fashion,506.38,22.5,4,1800.48,1793.86,0.0,4.9,2
253,1052,Beauty,497.64,40.0,2,597.16,588.64,0.0,4.4,1
254,1052,Footwear,172.08,20.0,9,1419.46,1371.7,0.67,2.73,3
255,1052,Accessories,594.88,20.0,17,7986.6,7902.59,0.0,2.88,5
256,1052,Home Decor,716.56,5.0,2,1361.46,1343.73,0.0,2.2,1
257,1052,Sports,404.19,13.33,12,4385.41,4355.01,0.0,2.57,3
258,1052,Electronics,743.74,5.0,2,1413.1,1410.2,0.0,2.9,1
259,1053,Sports,511.66,23.33,15,5727.85,5670.8,0.33,2.27,3
260,1053,Footwear,213.56,35.0,7,899.26,873.64,0.0,2.9,2
261,1053,Electronics,747.09,10.0,3,2017.14,2003.4,0.0,4.1,1
262,1054,Accessories,482.12,18.33,11,4169.31,4145.43,0.0,3.07,3
263,1054,Footwear,162.77,20.0,3,390.66,373.41,0.0,1.7,1
264,1054,Sports,316.06,15.0,10,2748.82,2702.12,0.33,3.03,3
265,1054,Electronics,227.4,15.0,3,579.87,573.45,0.0,4.4,1
266,1055,Accessories,7.52,10.0,3,20.31,12.42,1.0,1.5,1
267,1055,Home Decor,456.22,22.5,9,3235.11,3197.93,0.0,3.15,2
268,1055,Sports,244.26,7.5,10,2107.0,2080.42,0.0,1.3,2
269,1055,Beauty,431.36,5.0,7,3276.93,3256.23,0.0,1.8,2
270,1056,Beauty,146.61,20.0,5,586.45,576.74,0.0,3.1,1
271,1056,Electronics,483.41,25.0,2,725.12,717.88,0.0,4.0,1
272,1056,Home Decor,270.71,40.0,4,649.72,640.99,0.0,4.5,1
273,1056,Fashion,404.57,5.0,1,384.34,375.97,0.0,1.6,1
274,1056,Accessories,160.68,40.0,4,385.64,373.34,0.0,3.9,1
275,1057,Beauty,695.36,20.0,4,2225.16,2209.43,1.0,3.5,1
276,1057,Accessories,736.4,25.0,5,2761.5,2753.39,0.0,2.9,1
277,1057,Fashion,290.52,40.0,3,522.93,505.55,0.0,3.9,1
278,1057,Electronics,350.1,20.0,3,840.24,817.33,0.0,4.7,1
279,1057,Home Decor,12.29,10.0,3,33.18,28.17,1.0,1.3,1
280,1058,Accessories,705.04,40.0,2,846.04,824.02,0.0,2.9,1
281,1058,Footwear,348.25,5.0,2,661.68,644.56,0.0,1.9,1
282,1058,Fashion,170.11,15.0,4,578.36,560.69,1.0,2.2,1
283,1058,Home Decor,291.56,40.0,4,699.76,675.54,0.0,2.1,1
284,1058,Sports,781.95,40.0,4,1876.68,1860.3,0.0,4.0,1
285,1058,Electronics,359.44,5.0,9,2972.43,2950.13,0.5,2.4,2
286,1059,Home Decor,314.17,15.0,3,801.12,796.45,0.0,2.0,1
287,1059,Electronics,266.04,26.67,11,2466.47,2414.57,0.67,2.13,3
288,1060,Beauty,679.03,30.0,1,475.32,471.13,0.0,2.3,1
289,1060,Footwear,245.14,0.0,5,1225.7,1217.8,0.0,3.4,1
290,1060,Fashion,676.88,15.0,2,1150.7,1137.24,0.0,3.3,1
291,1060,Home Decor,310.87,25.0,7,1575.86,1538.54,0.5,3.75,2
292,1060,Sports,691.84,5.0,6,3973.8,3943.57,0.0,3.1,2
293,1060,Electronics,423.29,15.0,1,359.8,338.27,0.0,1.0,1
294,1061,Home Decor,145.83,40.0,5,437.5,421.46,0.0,2.1,1
295,1061,Accessories,512.16,5.0,4,1946.2,1935.98,0.0,1.8,1
296,1061,Beauty,464.94,30.0,10,3781.82,3720.91,0.0,1.9,3
297,1061,Electronics,405.72,10.0,5,1714.62,1681.61,0.5,2.35,2
298,1061,Footwear,657.13,25.0,2,985.7,961.66,0.0,2.7,1
299,1061,Fashion,134.8,0.0,3,404.4,400.22,0.0,1.3,1
300,1062,Accessories,284.71,30.0,10,2238.08,2173.71,0.67,3.5,3
301,1062,Footwear,54.52,20.0,2,87.24,80.25,0.0,4.3,1
302,1062,Fashion,656.05,23.33,9,4167.76,4107.45,0.33,3.1,3
303,1062,Home Decor,448.97,16.67,9,2618.16,2574.8,0.0,1.83,3
304,1063,Home Decor,233.6,12.5,6,1300.98,1264.84,0.0,3.25,2
305,1063,Electronics,331.32,7.5,8,2472.12,2448.84,0.0,3.95,2
306,1063,Accessories,339.29,10.0,10,2824.75,2794.25,0.0,3.0,2
307,1063,Fashion,667.74,5.0,6,3532.88,3497.32,0.5,1.85,2
308,1063,Footwear,316.66,15.0,10,2972.57,2952.59,0.0,2.3,3
309,1063,Sports,107.12,40.0,2,128.54,115.94,0.0,1.9,1
310,1064,Electronics,439.23,20.0,7,2318.66,2293.85,0.0,2.75,2
311,1064,Fashion,529.53,27.5,5,2057.74,2047.12,0.0,2.2,2
312,1064,Sports,336.62,15.0,4,1144.52,1128.55,0.0,4.1,1
313,1064,Home Decor,196.71,12.5,5,1174.91,1133.96,0.5,3.65,2
314,1064,Beauty,177.57,20.0,3,426.18,403.91,0.0,3.5,1
315,1065,Home Decor,632.58,25.0,8,3901.12,3867.59,0.0,3.8,2
316,1065,Electronics,203.8,20.0,7,847.17,819.98,0.0,1.45,2
317,1065,Accessories,671.18,25.0,7,3512.54,3487.38,0.0,3.25,2
318,1065,Fashion,480.33,20.0,7,2897.52,2878.84,0.0,3.4,2
319,1065,Footwear,446.25,40.0,1,267.75,257.53,0.0,2.2,1
320,1065,Sports,397.07,10.0,3,1072.08,1054.2,0.0,1.1,1
321,1066,Fashion,401.36,23.33,6,1827.6,1771.59,0.0,2.27,3
322,1066,Electronics,352.13,7.5,6,787.74,768.48,1.0,2.3,2
323,1066,Beauty,424.64,40.0,3,764.34,757.74,0.0,3.3,1
324,1066,Sports,327.35,25.0,1,245.51,240.43,0.0,3.2,1
325,1066,Home Decor,120.1,0.0,3,360.3,342.8,0.0,2.7,1
326,1067,Sports,569.59,20.0,1,455.67,432.7,0.0,3.3,1
327,1067,Accessories,740.08,5.0,1,703.08,680.01,0.0,1.1,1
328,1067,Beauty,529.07,11.67,9,3708.94,3677.85,0.0,3.7,3
329,1067,Electronics,634.97,27.5,7,3153.77,3126.5,0.0,1.55,2
330,1067,Footwear,54.68,30.0,1,38.28,32.88,0.0,5.0,1
331,1067,Fashion,422.06,20.0,4,1350.6,1333.72,1.0,4.6,1
332,1068,Home Decor,653.77,15.0,4,2222.8,2200.57,0.0,4.1,1
333,1068,Sports,292.66,12.5,2,522.29,498.63,0.0,3.75,2
334,1068,Electronics,786.32,5.0,4,2988.0,2974.73,0.0,1.4,1
335,1068,Fashion,267.49,21.0,14,2482.99,2381.35,0.0,2.9,5
336,1068,Beauty,350.9,22.5,7,1998.98,1966.58,0.0,2.6,2
337,1069,Beauty,549.6,12.5,7,2939.36,2917.03,0.0,3.8,2
338,1069,Accessories,421.92,23.33,8,3178.79,3140.88,0.33,2.77,3
339,1069,Home Decor,652.05,0.0,4,2608.2,2583.6,0.0,1.5,1
340,1069,Footwear,514.62,10.0,16,7013.74,6947.83,0.0,3.95,4
341,1069,Sports,645.72,0.0,1,645.72,636.02,0.0,2.4,1
342,1070,Sports,401.22,20.0,5,1784.64,1760.4,0.0,3.3,2
343,1070,Beauty,347.51,22.5,7,1957.28,1939.69,0.0,3.4,2
344,1070,Accessories,697.42,25.0,2,1046.12,1030.29,0.0,1.6,1
345,1070,Fashion,482.18,22.5,5,1733.73,1698.32,0.0,3.1,2
346,1070,Home Decor,171.84,25.0,5,644.4,627.98,0.0,3.7,1
347,1071,Home Decor,439.49,21.67,11,4105.22,4067.32,0.0,3.97,3
348,1071,Footwear,448.28,5.0,5,2129.35,2122.44,0.0,1.6,1
349,1071,Fashion,681.03,0.0,5,3405.15,3383.02,0.0,3.4,1
350,1071,Electronics,401.72,12.5,16,5606.34,5539.26,0.25,3.65,4
351,1072,Accessories,326.94,20.0,5,1307.75,1282.77,0.0,5.0,1
352,1072,Electronics,113.28,15.0,3,288.87,277.55,0.0,4.1,1
353,1072,Home Decor,605.82,32.5,10,4113.65,4090.67,0.0,2.25,2
